date;value
28-09-2019;10.486
29-09-2019;10.66
30-09-2019;9.36
01-10-2019;10.313
02-10-2019;6.4566
03-10-2019;9.5766
04-10-2019;7.3233
05-10-2019;9.6633
06-10-2019;9.4466
07-10-2019;13.78
08-10-2019;10.647
09-10-2019;8.0599
10-10-2019;10.486
11-10-2019;14.516
12-10-2019;16.813
13-10-2019;9.9233
14-10-2019;5.6333
15-10-2019;9.1433
16-10-2019;10.053
17-10-2019;9.23
18-10-2019;11.093
19-10-2019;6.2833
20-10-2019;5.5466
21-10-2019;7.3666
22-10-2019;9.5408
23-10-2019;7.54
24-10-2019;11.656
25-10-2019;11.309
26-10-2019;19.63
27-10-2019;16.596
28-10-2019;21.19
29-10-2019;17.723
30-10-2019;15.903
31-10-2019;10.703
01-11-2019;7.6266
02-11-2019;3.77
03-11-2019;5.46
04-11-2019;4.8966
05-11-2019;7.7999
06-11-2019;7.2799
07-11-2019;4.9028
08-11-2019;7.5833
09-11-2019;6.6299
10-11-2019;6.2833
11-11-2019;10.443
12-11-2019;9.4033
13-11-2019;5.2433
14-11-2019;5.6766
15-11-2019;7.02
16-11-2019;6.7166
17-11-2019;7.1499
18-11-2019;10.313
19-11-2019;14.343
20-11-2019;16.943
21-11-2019;19.543
22-11-2019;8.8833
23-11-2019;7.4533
24-11-2019;12.523
25-11-2019;17.723
26-11-2019;9.0566
27-11-2019;11.136
28-11-2019;13.746
29-11-2019;13.26
30-11-2019;11.786
01-12-2019;11.18
02-12-2019;9.8366
03-12-2019;13.389
04-12-2019;25.35
05-12-2019;29.97
06-12-2019;23.313
07-12-2019;21.883
08-12-2019;13.086
09-12-2019;15.643
10-12-2019;25.913
11-12-2019;9.4466
12-12-2019;5.9366
13-12-2019;3.77
14-12-2019;17.116
15-12-2019;8.1033
16-12-2019;6.0666
17-12-2019;10.258
18-12-2019;8.58
19-12-2019;7.6266
20-12-2019;14.04
21-12-2019;10.79
22-12-2019;5.72
23-12-2019;21.623
24-12-2019;22.273
25-12-2019;27.083
26-12-2019;17.81
27-12-2019;28.47
28-12-2019;39.693
29-12-2019;38.09
30-12-2019;44.026
31-12-2019;29
01-01-2020;27
02-01-2020;32
03-01-2020;36
04-01-2020;19
05-01-2020;20
06-01-2020;32
07-01-2020;31
08-01-2020;30
09-01-2020;14
10-01-2020;14
11-01-2020;26
12-01-2020;25
13-01-2020;34
14-01-2020;10
15-01-2020;13
16-01-2020;8
17-01-2020;10
18-01-2020;15
19-01-2020;6
20-01-2020;10
21-01-2020;14
22-01-2020;20
23-01-2020;20
24-01-2020;25
25-01-2020;21
26-01-2020;15
27-01-2020;12
28-01-2020;11
29-01-2020;23
30-01-2020;24
31-01-2020;23
01-02-2020;15
02-02-2020;24
03-02-2020;32
04-02-2020;10
05-02-2020;8
06-02-2020;24
07-02-2020;26
08-02-2020;16
09-02-2020;17
10-02-2020;16
11-02-2020;15
12-02-2020;16
13-02-2020;12
14-02-2020;14
15-02-2020;16
16-02-2020;22
17-02-2020;7
18-02-2020;11
19-02-2020;14
20-02-2020;17
21-02-2020;17
22-02-2020;22
23-02-2020;24
24-02-2020;20
25-02-2020;16
26-02-2020;8
27-02-2020;21
28-02-2020;28
29-02-2020;12
01-03-2020;9
02-03-2020;7
03-03-2020;10
04-03-2020;9
05-03-2020;7
06-03-2020;8
07-03-2020;10
08-03-2020;10
09-03-2020;11
10-03-2020;19
11-03-2020;16
12-03-2020;9
13-03-2020;7
14-03-2020;10
15-03-2020;11
16-03-2020;7
17-03-2020;10
18-03-2020;17
19-03-2020;21
20-03-2020;20
21-03-2020;23
22-03-2020;16
23-03-2020;13
24-03-2020;17
25-03-2020;17
26-03-2020;14
27-03-2020;17
28-03-2020;22
29-03-2020;22
30-03-2020;6
31-03-2020;10
01-04-2020;14
02-04-2020;12
03-04-2020;14
04-04-2020;13
05-04-2020;6
06-04-2020;5
07-04-2020;12
08-04-2020;15
09-04-2020;15
10-04-2020;7
11-04-2020;5
12-04-2020;8
13-04-2020;6
14-04-2020;13
15-04-2020;8
16-04-2020;5
17-04-2020;6
18-04-2020;6
19-04-2020;5
20-04-2020;6
21-04-2020;8
22-04-2020;9
23-04-2020;10
24-04-2020;20
25-04-2020;14
26-04-2020;10
27-04-2020;6
28-04-2020;5
29-04-2020;9
30-04-2020;6
01-05-2020;3
02-05-2020;7
03-05-2020;9
04-05-2020;12
05-05-2020;8
06-05-2020;7
07-05-2020;12
08-05-2020;14
09-05-2020;7
10-05-2020;4
11-05-2020;7
12-05-2020;5
13-05-2020;6
14-05-2020;5
15-05-2020;9
16-05-2020;9
17-05-2020;11
18-05-2020;14
19-05-2020;14
20-05-2020;14
21-05-2020;14
22-05-2020;8
23-05-2020;4
24-05-2020;5
25-05-2020;8
26-05-2020;8
27-05-2020;11
28-05-2020;17
29-05-2020;17
30-05-2020;16
31-05-2020;15
01-06-2020;15
02-06-2020;15
03-06-2020;15
04-06-2020;7
05-06-2020;6
06-06-2020;6
07-06-2020;5
08-06-2020;5
09-06-2020;5
10-06-2020;7
11-06-2020;4
12-06-2020;5
13-06-2020;5
14-06-2020;6
15-06-2020;5
16-06-2020;4
17-06-2020;5
18-06-2020;6
19-06-2020;9
20-06-2020;10
21-06-2020;7
22-06-2020;10
23-06-2020;20
24-06-2020;18
25-06-2020;12
26-06-2020;12
27-06-2020;6
28-06-2020;4
29-06-2020;5
30-06-2020;7
01-07-2020;5
02-07-2020;4
03-07-2020;6
04-07-2020;9
05-07-2020;11
06-07-2020;4
07-07-2020;6
08-07-2020;9
09-07-2020;10
10-07-2020;5
11-07-2020;5
12-07-2020;7
13-07-2020;7
14-07-2020;9
15-07-2020;6
16-07-2020;5
17-07-2020;6
18-07-2020;10
19-07-2020;15
20-07-2020;7
21-07-2020;6
22-07-2020;12
23-07-2020;14
24-07-2020;7
25-07-2020;9
26-07-2020;6
27-07-2020;8
28-07-2020;4
29-07-2020;5
30-07-2020;4.5
31-07-2020;6
01-08-2020;8
02-08-2020;9
03-08-2020;6
04-08-2020;3
05-08-2020;5
06-08-2020;4
07-08-2020;9
08-08-2020;10
09-08-2020;10
10-08-2020;7
11-08-2020;13
12-08-2020;5
13-08-2020;5
14-08-2020;8
15-08-2020;8
16-08-2020;5
17-08-2020;10
18-08-2020;8
19-08-2020;9
20-08-2020;6
21-08-2020;8
22-08-2020;6
23-08-2020;6
24-08-2020;8
25-08-2020;8
26-08-2020;9
27-08-2020;6
28-08-2020;3
29-08-2020;5
30-08-2020;4
31-08-2020;9
01-09-2020;6
02-09-2020;6
03-09-2020;13
04-09-2020;13
05-09-2020;5
06-09-2020;3
07-09-2020;5
08-09-2020;6
09-09-2020;10
10-09-2020;10
11-09-2020;11
12-09-2020;9
13-09-2020;14
14-09-2020;18
15-09-2020;17
16-09-2020;18
17-09-2020;16
18-09-2020;10
19-09-2020;9
20-09-2020;9
21-09-2020;7
22-09-2020;10
23-09-2020;8
24-09-2020;5
25-09-2020;5
26-09-2020;5
27-09-2020;4
28-09-2020;10
29-09-2020;11
30-09-2020;16
01-10-2020;7
02-10-2020;4
03-10-2020;4
04-10-2020;6
05-10-2020;8
06-10-2020;8
07-10-2020;7
08-10-2020;14
09-10-2020;14
10-10-2020;5
11-10-2020;5
12-10-2020;5
13-10-2020;4
14-10-2020;5
15-10-2020;8
16-10-2020;9
17-10-2020;13
18-10-2020;18
19-10-2020;14
20-10-2020;9
21-10-2020;10
22-10-2020;12
23-10-2020;10
24-10-2020;8
25-10-2020;4
26-10-2020;6
27-10-2020;11
28-10-2020;8
29-10-2020;11
30-10-2020;18
31-10-2020;22
01-11-2020;24
02-11-2020;11
03-11-2020;6
04-11-2020;6
05-11-2020;13
06-11-2020;21
07-11-2020;12
08-11-2020;4
09-11-2020;11
10-11-2020;11
11-11-2020;16
12-11-2020;18
13-11-2020;18
14-11-2020;14
15-11-2020;10
16-11-2020;11
17-11-2020;22
18-11-2020;22
19-11-2020;6
20-11-2020;7
21-11-2020;16
22-11-2020;24
23-11-2020;26
24-11-2020;27
25-11-2020;18
26-11-2020;20
27-11-2020;26
28-11-2020;23
29-11-2020;28
30-11-2020;25
01-12-2020;26
02-12-2020;13
03-12-2020;6
04-12-2020;5
05-12-2020;6
06-12-2020;7
07-12-2020;5
08-12-2020;6
09-12-2020;10
10-12-2020;9
11-12-2020;5
12-12-2020;8
13-12-2020;16
14-12-2020;10
15-12-2020;9
16-12-2020;12
17-12-2020;16
18-12-2020;14
19-12-2020;16
20-12-2020;18
21-12-2020;23
22-12-2020;15
23-12-2020;6
24-12-2020;8
25-12-2020;9
26-12-2020;15
27-12-2020;8
28-12-2020;6
