date;value
29-11-2020;58
30-11-2020;62
01-12-2020;35
02-12-2020;29
03-12-2020;16
04-12-2020;15
05-12-2020;8
06-12-2020;9
07-12-2020;5
08-12-2020;5
09-12-2020;36
10-12-2020;33
11-12-2020;12
12-12-2020;12
13-12-2020;52
14-12-2020;28
15-12-2020;37
16-12-2020;58
17-12-2020;81
18-12-2020;71
19-12-2020;44
20-12-2020;36
21-12-2020;150
22-12-2020;99
23-12-2020;17
24-12-2020;17
25-12-2020;9
26-12-2020;31
27-12-2020;9
28-12-2020;10
29-12-2020;12
30-12-2020;17
31-12-2020;13
01-01-2021;4
